no,time,action_desc,action_data,change_amount,amount,additional_info
1	,2025-12-23 11:51:26,Торговые комиссии,982015212396	,-0.000166974927 GT,1.435796092910 GT,Доступно: 1.435796092910 GT
2	,2025-12-23 11:51:26,Торговые комиссии,982015212396	,-0.004452664723 GT,1.435963067838 GT,Доступно: 1.435963067838 GT
3	,2025-12-23 11:51:26,Продажа,982015212396	,-3.000000000000 RAVE,0.000000000000 RAVE,Доступно: 0.000000000000 RAVE
4	,2025-12-23 11:51:26,Продажа,982015212396	,-80.000000000000 RAVE,3.000000000000 RAVE,Доступно: 0.000000000000 RAVE
5	,2025-12-23 11:51:26,Купить,982015212396	,1.90908000 USDT,216.50624815 USDT,Доступно: 216.50624815 USDT
6	,2025-12-23 11:51:26,Купить,982015212396	,50.90880000 USDT,214.59716815 USDT,Доступно: 214.59716815 USDT
7	,2025-12-23 11:29:02,Торговые комиссии,982550441622	,-0.000992099125 GT,1.440415732561 GT,Доступно: 1.440415732561 GT
8	,2025-12-23 11:29:02,Торговые комиссии,982550441622	,-0.000835451895 GT,1.441407831686 GT,Доступно: 1.441407831686 GT
9	,2025-12-23 11:29:02,Торговые комиссии,982550441622	,-0.000783236151 GT,1.442243283581 GT,Доступно: 1.442243283581 GT
10	,2025-12-23 11:29:02,Торговые комиссии,982550441622	,-0.000835451895 GT,1.443026519733 GT,Доступно: 1.443026519733 GT
11	,2025-12-23 11:29:02,Торговые комиссии,982550441622	,-0.001200962099 GT,1.443861971628 GT,Доступно: 1.443861971628 GT
12	,2025-12-23 11:29:02,Продажа,982550441622	,-19.000000000000 RAVE,83.000000000000 RAVE,Доступно: 0.000000000000 RAVE
13	,2025-12-23 11:29:02,Продажа,982550441622	,-16.000000000000 RAVE,102.000000000000 RAVE,Доступно: 0.000000000000 RAVE
14	,2025-12-23 11:29:02,Продажа,982550441622	,-15.000000000000 RAVE,118.000000000000 RAVE,Доступно: 0.000000000000 RAVE
15	,2025-12-23 11:29:02,Продажа,982550441622	,-16.000000000000 RAVE,133.000000000000 RAVE,Доступно: 0.000000000000 RAVE
16	,2025-12-23 11:29:02,Продажа,982550441622	,-23.000000000000 RAVE,149.000000000000 RAVE,Доступно: 0.000000000000 RAVE
17	,2025-12-23 11:29:02,Купить,982550441622	,11.34300000 USDT,163.68836815 USDT,Доступно: 163.68836815 USDT
18	,2025-12-23 11:29:02,Купить,982550441622	,9.55200000 USDT,152.34536815 USDT,Доступно: 152.34536815 USDT
19	,2025-12-23 11:29:02,Купить,982550441622	,8.95500000 USDT,142.79336815 USDT,Доступно: 142.79336815 USDT
20	,2025-12-23 11:29:02,Купить,982550441622	,9.55200000 USDT,133.83836815 USDT,Доступно: 133.83836815 USDT
21	,2025-12-23 11:29:02,Купить,982550441622	,13.73100000 USDT,124.28636815 USDT,Доступно: 124.28636815 USDT
22	,2025-12-23 11:28:54,Торговые комиссии,982554173903	,-0.001094401747 GT,1.445062933727 GT,Доступно: 1.445062933727 GT
23	,2025-12-23 11:28:54,Торговые комиссии,982554173903	,-0.000781715533 GT,1.446157335474 GT,Доступно: 1.446157335474 GT
24	,2025-12-23 11:28:54,Торговые комиссии,982554173903	,-0.000885944271 GT,1.446939051008 GT,Доступно: 1.446939051008 GT
25	,2025-12-23 11:28:54,Торговые комиссии,982554173903	,-0.000885944271 GT,1.447824995280 GT,Доступно: 1.447824995280 GT
26	,2025-12-23 11:28:54,Торговые комиссии,982554173903	,-0.000521143689 GT,1.448710939552 GT,Доступно: 1.448710939552 GT
27	,2025-12-23 11:28:54,Торговые комиссии,982554173903	,-0.000469029320 GT,1.449232083241 GT,Доступно: 1.449232083241 GT
28	,2025-12-23 11:28:54,Торговые комиссии,982554173903	,-0.000521143689 GT,1.449701112562 GT,Доступно: 1.449701112562 GT
29	,2025-12-23 11:28:54,Продажа,982554173903	,-21.000000000000 RAVE,172.000000000000 RAVE,Доступно: 0.000000000000 RAVE
30	,2025-12-23 11:28:54,Продажа,982554173903	,-15.000000000000 RAVE,193.000000000000 RAVE,Доступно: 0.000000000000 RAVE
31	,2025-12-23 11:28:54,Продажа,982554173903	,-17.000000000000 RAVE,208.000000000000 RAVE,Доступно: 0.000000000000 RAVE
32	,2025-12-23 11:28:54,Продажа,982554173903	,-17.000000000000 RAVE,225.000000000000 RAVE,Доступно: 0.000000000000 RAVE
33	,2025-12-23 11:28:54,Продажа,982554173903	,-10.000000000000 RAVE,242.000000000000 RAVE,Доступно: 0.000000000000 RAVE
34	,2025-12-23 11:28:54,Продажа,982554173903	,-9.000000000000 RAVE,252.000000000000 RAVE,Доступно: 0.000000000000 RAVE
35	,2025-12-23 11:28:54,Продажа,982554173903	,-10.000000000000 RAVE,261.000000000000 RAVE,Доступно: 0.000000000000 RAVE
36	,2025-12-23 11:28:54,Купить,982554173903	,12.52482000 USDT,110.55536815 USDT,Доступно: 110.55536815 USDT
37	,2025-12-23 11:28:54,Купить,982554173903	,8.94630000 USDT,98.03054815 USDT,Доступно: 98.03054815 USDT
38	,2025-12-23 11:28:54,Купить,982554173903	,10.13914000 USDT,89.08424815 USDT,Доступно: 89.08424815 USDT
39	,2025-12-23 11:28:54,Купить,982554173903	,10.13914000 USDT,78.94510815 USDT,Доступно: 78.94510815 USDT
40	,2025-12-23 11:28:54,Купить,982554173903	,5.96420000 USDT,68.80596815 USDT,Доступно: 68.80596815 USDT
41	,2025-12-23 11:28:54,Купить,982554173903	,5.36778000 USDT,62.84176815 USDT,Доступно: 62.84176815 USDT
42	,2025-12-23 11:28:54,Купить,982554173903	,5.96420000 USDT,57.47398815 USDT,Доступно: 57.47398815 USDT
43	,2025-12-23 11:28:04,Торговые комиссии,982558311526	,-0.000155609126 GT,1.450222256251 GT,Доступно: 1.450222256251 GT
44	,2025-12-23 11:28:04,Торговые комиссии,982558311526	,-0.001711700388 GT,1.450377865377 GT,Доступно: 1.450377865377 GT
45	,2025-12-23 11:28:04,Торговые комиссии,982558311526	,-0.002022918640 GT,1.452089565766 GT,Доступно: 1.452089565766 GT
46	,2025-12-23 11:28:04,Торговые комиссии,982558311526	,-0.000570566796 GT,1.454112484406 GT,Доступно: 1.454112484406 GT
47	,2025-12-23 11:28:04,Продажа,982558311526	,-3.000000000000 RAVE,271.000000000000 RAVE,Доступно: 0.000000000000 RAVE
48	,2025-12-23 11:28:04,Продажа,982558311526	,-33.000000000000 RAVE,274.000000000000 RAVE,Доступно: 0.000000000000 RAVE
49	,2025-12-23 11:28:04,Продажа,982558311526	,-39.000000000000 RAVE,307.000000000000 RAVE,Доступно: 0.000000000000 RAVE
50	,2025-12-23 11:28:04,Продажа,982558311526	,-11.000000000000 RAVE,346.000000000000 RAVE,Доступно: 0.000000000000 RAVE
51	,2025-12-23 11:28:04,Купить,982558311526	,1.78086000 USDT,51.50978815 USDT,Доступно: 51.50978815 USDT
52	,2025-12-23 11:28:04,Купить,982558311526	,19.58946000 USDT,49.72892815 USDT,Доступно: 49.72892815 USDT
53	,2025-12-23 11:28:04,Купить,982558311526	,23.15118000 USDT,30.13946815 USDT,Доступно: 30.13946815 USDT
54	,2025-12-23 11:28:04,Купить,982558311526	,6.52982000 USDT,6.98828815 USDT,Доступно: 6.98828815 USDT
55	,2025-12-23 11:27:59,Торговые комиссии,982558285433	,-0.000621377475 GT,1.454683051202 GT,Доступно: 1.454683051202 GT
56	,2025-12-23 11:27:59,Торговые комиссии,982558285433	,-0.003831827766 GT,1.455304428678 GT,Доступно: 1.455304428678 GT
57	,2025-12-23 11:27:59,Купить,982558285433	,12.000000000000 RAVE,357.000000000000 RAVE,Доступно: 86.000000000000 RAVE
58	,2025-12-23 11:27:59,Купить,982558285433	,74.000000000000 RAVE,345.000000000000 RAVE,Доступно: 74.000000000000 RAVE
59	,2025-12-23 11:27:59,Продажа,982558285433	,-7.11132000 USDT,0.45846815 USDT,Доступно: 0.45846815 USDT
60	,2025-12-23 11:27:59,Продажа,982558285433	,-43.85314000 USDT,7.56978815 USDT,Доступно: 0.45846815 USDT
61	,2025-12-23 11:27:24,Торговые комиссии,982558091597	,-0.004445840970 GT,1.459136256445 GT,Доступно: 1.459136256445 GT
62	,2025-12-23 11:27:24,Продажа,982558091597	,-86.000000000000 RAVE,271.000000000000 RAVE,Доступно: 0.000000000000 RAVE
63	,2025-12-23 11:27:24,Купить,982558091597	,50.88018000 USDT,51.42292815 USDT,Доступно: 51.42292815 USDT
64	,2025-12-23 11:27:20,Торговые комиссии,982558032180	,-0.001599428446 GT,1.463582097416 GT,Доступно: 1.463582097416 GT
65	,2025-12-23 11:27:20,Купить,982558032180	,31.000000000000 RAVE,357.000000000000 RAVE,Доступно: 86.000000000000 RAVE
66	,2025-12-23 11:27:20,Продажа,982558032180	,-18.30457000 USDT,0.54274815 USDT,Доступно: 0.54274815 USDT
67	,2025-12-23 11:27:19,Торговые комиссии,982558032180	,-0.000206377864 GT,1.465181525863 GT,Доступно: 1.465181525863 GT
68	,2025-12-23 11:27:19,Торговые комиссии,982558032180	,-0.000928700388 GT,1.465387903727 GT,Доступно: 1.465387903727 GT
69	,2025-12-23 11:27:19,Купить,982558032180	,4.000000000000 RAVE,326.000000000000 RAVE,Доступно: 55.000000000000 RAVE
70	,2025-12-23 11:27:19,Купить,982558032180	,18.000000000000 RAVE,322.000000000000 RAVE,Доступно: 51.000000000000 RAVE
71	,2025-12-23 11:27:19,Продажа,982558032180	,-2.36188000 USDT,18.84731815 USDT,Доступно: 0.54274815 USDT
72	,2025-12-23 11:27:19,Продажа,982558032180	,-10.62846000 USDT,21.20919815 USDT,Доступно: 0.54274815 USDT
73	,2025-12-23 11:27:18,Торговые комиссии,982558032180	,-0.001702617378 GT,1.466316604115 GT,Доступно: 1.466316604115 GT
74	,2025-12-23 11:27:18,Купить,982558032180	,33.000000000000 RAVE,304.000000000000 RAVE,Доступно: 33.000000000000 RAVE
75	,2025-12-23 11:27:18,Продажа,982558032180	,-19.48551000 USDT,31.83765815 USDT,Доступно: 0.54274815 USDT
76	,2025-12-23 11:27:05,Торговые комиссии,982557993816	,-0.000826657864 GT,1.468019221494 GT,Доступно: 1.468019221494 GT
77	,2025-12-23 11:27:05,Продажа,982557993816	,-16.000000000000 RAVE,271.000000000000 RAVE,Доступно: 0.000000000000 RAVE
78	,2025-12-23 11:27:05,Купить,982557993816	,9.46064000 USDT,51.32316815 USDT,Доступно: 51.32316815 USDT
79	,2025-12-23 11:27:04,Торговые комиссии,982557993816	,-0.003616628155 GT,1.468845879358 GT,Доступно: 1.468845879358 GT
80	,2025-12-23 11:27:04,Продажа,982557993816	,-70.000000000000 RAVE,287.000000000000 RAVE,Доступно: 0.000000000000 RAVE
81	,2025-12-23 11:27:04,Купить,982557993816	,41.39030000 USDT,41.86252815 USDT,Доступно: 41.86252815 USDT
82	,2025-12-23 11:27:00,Торговые комиссии,982557973722	,-0.002420093883 GT,1.472462507513 GT,Доступно: 1.472462507513 GT
83	,2025-12-23 11:27:00,Торговые комиссии,982557973722	,-0.001544740776 GT,1.474882601397 GT,Доступно: 1.474882601397 GT
84	,2025-12-23 11:27:00,Торговые комиссии,982557973722	,-0.000463422233 GT,1.476427342173 GT,Доступно: 1.476427342173 GT
85	,2025-12-23 11:27:00,Купить,982557973722	,47.000000000000 RAVE,357.000000000000 RAVE,Доступно: 86.000000000000 RAVE
86	,2025-12-23 11:27:00,Купить,982557973722	,30.000000000000 RAVE,310.000000000000 RAVE,Доступно: 39.000000000000 RAVE
87	,2025-12-23 11:27:00,Купить,982557973722	,9.000000000000 RAVE,280.000000000000 RAVE,Доступно: 9.000000000000 RAVE
88	,2025-12-23 11:27:00,Продажа,982557973722	,-27.69663000 USDT,0.47222815 USDT,Доступно: 0.47222815 USDT
89	,2025-12-23 11:27:00,Продажа,982557973722	,-17.67870000 USDT,28.16885815 USDT,Доступно: 0.47222815 USDT
90	,2025-12-23 11:27:00,Продажа,982557973722	,-5.30361000 USDT,45.84755815 USDT,Доступно: 0.47222815 USDT
91	,2025-12-23 11:26:52,Торговые комиссии,982557561559	,-0.004433517087 GT,1.476890764406 GT,Доступно: 1.476890764406 GT
92	,2025-12-23 11:26:52,Продажа,982557561559	,-86.000000000000 RAVE,271.000000000000 RAVE,Доступно: 0.000000000000 RAVE
93	,2025-12-23 11:26:52,Купить,982557561559	,50.73914000 USDT,51.15116815 USDT,Доступно: 51.15116815 USDT
94	,2025-12-23 11:25:25,Торговые комиссии,982557529521	,-0.004220858446 GT,1.481324281494 GT,Доступно: 1.481324281494 GT
95	,2025-12-23 11:25:25,Купить,982557529521	,82.000000000000 RAVE,357.000000000000 RAVE,Доступно: 86.000000000000 RAVE
96	,2025-12-23 11:25:25,Продажа,982557529521	,-48.30538000 USDT,0.41202815 USDT,Доступно: 0.41202815 USDT
97	,2025-12-23 11:25:24,Торговые комиссии,982557529521	,-0.000205895533 GT,1.485545139940 GT,Доступно: 1.485545139940 GT
98	,2025-12-23 11:25:24,Купить,982557529521	,4.000000000000 RAVE,275.000000000000 RAVE,Доступно: 4.000000000000 RAVE
99	,2025-12-23 11:25:24,Продажа,982557529521	,-2.35636000 USDT,48.71740815 USDT,Доступно: 0.41202815 USDT
100	,2025-12-23 11:25:08,Торговые комиссии,982557042725	,-0.004436799224 GT,1.485751035474 GT,Доступно: 1.485751035474 GT
101	,2025-12-23 11:25:08,Продажа,982557042725	,-86.000000000000 RAVE,271.000000000000 RAVE,Доступно: 0.000000000000 RAVE
102	,2025-12-23 11:25:08,Купить,982557042725	,50.82600000 USDT,51.07376815 USDT,Доступно: 51.07376815 USDT
103	,2025-12-23 11:23:39,Торговые комиссии,982557014076	,-0.004439303300 GT,1.490187834698 GT,Доступно: 1.490187834698 GT
104	,2025-12-23 11:23:39,Купить,982557014076	,86.000000000000 RAVE,357.000000000000 RAVE,Доступно: 86.000000000000 RAVE
105	,2025-12-23 11:23:39,Продажа,982557014076	,-50.80536000 USDT,0.24776815 USDT,Доступно: 0.24776815 USDT
106	,2025-12-23 11:23:11,Торговые комиссии,982556894511	,-0.004412476310 GT,1.494627137999 GT,Доступно: 1.494627137999 GT
107	,2025-12-23 11:23:11,Продажа,982556894511	,-86.000000000000 RAVE,271.000000000000 RAVE,Доступно: 0.000000000000 RAVE
108	,2025-12-23 11:23:11,Купить,982556894511	,50.49834000 USDT,51.05312815 USDT,Доступно: 51.05312815 USDT
109	,2025-12-23 11:23:06,Торговые комиссии,982556867285	,-0.004406840388 GT,1.499039614310 GT,Доступно: 1.499039614310 GT
110	,2025-12-23 11:23:06,Купить,982556867285	,86.000000000000 RAVE,357.000000000000 RAVE,Доступно: 86.000000000000 RAVE
111	,2025-12-23 11:23:06,Продажа,982556867285	,-50.43384000 USDT,0.55478815 USDT,Доступно: 0.55478815 USDT
112	,2025-12-23 11:22:54,Торговые комиссии,982556757148	,-0.000153674344 GT,1.503446454698 GT,Доступно: 1.503446454698 GT
113	,2025-12-23 11:22:54,Торговые комиссии,982556757148	,-0.000665922157 GT,1.503600129042 GT,Доступно: 1.503600129042 GT
114	,2025-12-23 11:22:54,Торговые комиссии,982556757148	,-0.000665922157 GT,1.504266051200 GT,Доступно: 1.504266051200 GT
115	,2025-12-23 11:22:54,Торговые комиссии,982556757148	,-0.000922046064 GT,1.504931973357 GT,Доступно: 1.504931973357 GT
116	,2025-12-23 11:22:54,Торговые комиссии,982556757148	,-0.001024495626 GT,1.505854019421 GT,Доступно: 1.505854019421 GT
117	,2025-12-23 11:22:54,Торговые комиссии,982556757148	,-0.001024495626 GT,1.506878515048 GT,Доступно: 1.506878515048 GT
118	,2025-12-23 11:22:54,Продажа,982556757148	,-3.000000000000 RAVE,271.000000000000 RAVE,Доступно: 0.000000000000 RAVE
119	,2025-12-23 11:22:54,Продажа,982556757148	,-13.000000000000 RAVE,274.000000000000 RAVE,Доступно: 0.000000000000 RAVE
120	,2025-12-23 11:22:54,Продажа,982556757148	,-13.000000000000 RAVE,287.000000000000 RAVE,Доступно: 0.000000000000 RAVE
121	,2025-12-23 11:22:54,Продажа,982556757148	,-18.000000000000 RAVE,300.000000000000 RAVE,Доступно: 0.000000000000 RAVE
122	,2025-12-23 11:22:54,Продажа,982556757148	,-20.000000000000 RAVE,318.000000000000 RAVE,Доступно: 0.000000000000 RAVE
123	,2025-12-23 11:22:54,Продажа,982556757148	,-20.000000000000 RAVE,338.000000000000 RAVE,Доступно: 0.000000000000 RAVE
124	,2025-12-23 11:22:54,Купить,982556757148	,1.75701000 USDT,50.98862815 USDT,Доступно: 50.98862815 USDT
125	,2025-12-23 11:22:54,Купить,982556757148	,7.61371000 USDT,49.23161815 USDT,Доступно: 49.23161815 USDT
126	,2025-12-23 11:22:54,Купить,982556757148	,7.61371000 USDT,41.61790815 USDT,Доступно: 41.61790815 USDT
127	,2025-12-23 11:22:54,Купить,982556757148	,10.54206000 USDT,34.00419815 USDT,Доступно: 34.00419815 USDT
128	,2025-12-23 11:22:54,Купить,982556757148	,11.71340000 USDT,23.46213815 USDT,Доступно: 23.46213815 USDT
129	,2025-12-23 11:22:54,Купить,982556757148	,11.71340000 USDT,11.74873815 USDT,Доступно: 11.74873815 USDT
130	,2025-12-23 11:22:41,Торговые комиссии,982556741270	,-0.000255857142 GT,1.507903010675 GT,Доступно: 1.507903010675 GT
131	,2025-12-23 11:22:41,Торговые комиссии,982556741270	,-0.000869914285 GT,1.508158867818 GT,Доступно: 1.508158867818 GT
132	,2025-12-23 11:22:41,Торговые комиссии,982556741270	,-0.000869914285 GT,1.509028782104 GT,Доступно: 1.509028782104 GT
133	,2025-12-23 11:22:41,Торговые комиссии,982556741270	,-0.000869914285 GT,1.509898696389 GT,Доступно: 1.509898696389 GT
134	,2025-12-23 11:22:41,Торговые комиссии,982556741270	,-0.000511714285 GT,1.510768610675 GT,Доступно: 1.510768610675 GT
135	,2025-12-23 11:22:41,Купить,982556741270	,5.000000000000 RAVE,358.000000000000 RAVE,Доступно: 87.000000000000 RAVE
136	,2025-12-23 11:22:41,Купить,982556741270	,17.000000000000 RAVE,353.000000000000 RAVE,Доступно: 82.000000000000 RAVE
137	,2025-12-23 11:22:41,Купить,982556741270	,17.000000000000 RAVE,336.000000000000 RAVE,Доступно: 65.000000000000 RAVE
138	,2025-12-23 11:22:41,Купить,982556741270	,17.000000000000 RAVE,319.000000000000 RAVE,Доступно: 48.000000000000 RAVE
139	,2025-12-23 11:22:41,Купить,982556741270	,10.000000000000 RAVE,302.000000000000 RAVE,Доступно: 31.000000000000 RAVE
140	,2025-12-23 11:22:41,Продажа,982556741270	,-2.92530000 USDT,0.03533815 USDT,Доступно: 0.03533815 USDT
141	,2025-12-23 11:22:41,Продажа,982556741270	,-9.94602000 USDT,2.96063815 USDT,Доступно: 0.03533815 USDT
142	,2025-12-23 11:22:41,Продажа,982556741270	,-9.94602000 USDT,12.90665815 USDT,Доступно: 0.03533815 USDT
143	,2025-12-23 11:22:41,Продажа,982556741270	,-9.94602000 USDT,22.85267815 USDT,Доступно: 0.03533815 USDT
144	,2025-12-23 11:22:41,Продажа,982556741270	,-5.85060000 USDT,32.79869815 USDT,Доступно: 0.03533815 USDT
145	,2025-12-23 11:22:40,Торговые комиссии,982556741270	,-0.001074599999 GT,1.511280324961 GT,Доступно: 1.511280324961 GT
146	,2025-12-23 11:22:40,Купить,982556741270	,21.000000000000 RAVE,292.000000000000 RAVE,Доступно: 21.000000000000 RAVE
147	,2025-12-23 11:22:40,Продажа,982556741270	,-12.28626000 USDT,38.64929815 USDT,Доступно: 0.03533815 USDT
148	,2025-12-23 11:21:45,Торговые комиссии,982556374079	,-0.000306765175 GT,1.512354924961 GT,Доступно: 1.512354924961 GT
149	,2025-12-23 11:21:45,Торговые комиссии,982556374079	,-0.000562402821 GT,1.512661690136 GT,Доступно: 1.512661690136 GT
150	,2025-12-23 11:21:45,Торговые комиссии,982556374079	,-0.000562402821 GT,1.513224092957 GT,Доступно: 1.513224092957 GT
151	,2025-12-23 11:21:45,Торговые комиссии,982556374079	,-0.000562402821 GT,1.513786495778 GT,Доступно: 1.513786495778 GT
152	,2025-12-23 11:21:45,Торговые комиссии,982556374079	,-0.002454121400 GT,1.514348898599 GT,Доступно: 1.514348898599 GT
153	,2025-12-23 11:21:45,Продажа,982556374079	,-6.000000000000 RAVE,271.000000000000 RAVE,Доступно: 0.000000000000 RAVE
154	,2025-12-23 11:21:45,Продажа,982556374079	,-11.000000000000 RAVE,277.000000000000 RAVE,Доступно: 0.000000000000 RAVE
155	,2025-12-23 11:21:45,Продажа,982556374079	,-11.000000000000 RAVE,288.000000000000 RAVE,Доступно: 0.000000000000 RAVE
156	,2025-12-23 11:21:45,Продажа,982556374079	,-11.000000000000 RAVE,299.000000000000 RAVE,Доступно: 0.000000000000 RAVE
157	,2025-12-23 11:21:45,Продажа,982556374079	,-48.000000000000 RAVE,310.000000000000 RAVE,Доступно: 0.000000000000 RAVE
158	,2025-12-23 11:21:45,Купить,982556374079	,3.50394000 USDT,50.93555815 USDT,Доступно: 50.93555815 USDT
159	,2025-12-23 11:21:45,Купить,982556374079	,6.42389000 USDT,47.43161815 USDT,Доступно: 47.43161815 USDT
160	,2025-12-23 11:21:45,Купить,982556374079	,6.42389000 USDT,41.00772815 USDT,Доступно: 41.00772815 USDT
161	,2025-12-23 11:21:45,Купить,982556374079	,6.42389000 USDT,34.58383815 USDT,Доступно: 34.58383815 USDT
162	,2025-12-23 11:21:45,Купить,982556374079	,28.03152000 USDT,28.15994815 USDT,Доступно: 28.15994815 USDT
163	,2025-12-23 11:21:15,Торговые комиссии,982556326980	,-0.003522181517 GT,1.516803020000 GT,Доступно: 1.516803020000 GT
164	,2025-12-23 11:21:15,Торговые комиссии,982556326980	,-0.000918341439 GT,1.520325201517 GT,Доступно: 1.520325201517 GT
165	,2025-12-23 11:21:15,Купить,982556326980	,69.000000000000 RAVE,358.000000000000 RAVE,Доступно: 87.000000000000 RAVE
166	,2025-12-23 11:21:15,Купить,982556326980	,18.000000000000 RAVE,289.000000000000 RAVE,Доступно: 18.000000000000 RAVE
167	,2025-12-23 11:21:15,Продажа,982556326980	,-40.23114000 USDT,0.12842815 USDT,Доступно: 0.09587815 USDT
168	,2025-12-23 11:21:15,Продажа,982556326980	,-10.48950000 USDT,40.35956815 USDT,Доступно: 0.09587815 USDT
169	,2025-12-23 11:21:09,Торговые комиссии,982556183753	,-0.000716606614 GT,1.521243542957 GT,Доступно: 1.521243542957 GT
170	,2025-12-23 11:21:09,Торговые комиссии,982556183753	,-0.000409489494 GT,1.521960149572 GT,Доступно: 1.521960149572 GT
171	,2025-12-23 11:21:09,Торговые комиссии,982556183753	,-0.000511861867 GT,1.522369639066 GT,Доступно: 1.522369639066 GT
172	,2025-12-23 11:21:09,Торговые комиссии,982556183753	,-0.000409489494 GT,1.522881500934 GT,Доступно: 1.522881500934 GT
173	,2025-12-23 11:21:09,Торговые комиссии,982556183753	,-0.000511861867 GT,1.523290990428 GT,Доступно: 1.523290990428 GT
174	,2025-12-23 11:21:09,Торговые комиссии,982556262705	,-0.000102256809 GT,1.523802852295 GT,Доступно: 1.523802852295 GT
175	,2025-12-23 11:21:09,Торговые комиссии,982556262705	,-0.000562412451 GT,1.523905109105 GT,Доступно: 1.523905109105 GT
176	,2025-12-23 11:21:09,Продажа,982556183753	,-14.000000000000 RAVE,271.000000000000 RAVE,Доступно: 0.000000000000 RAVE
177	,2025-12-23 11:21:09,Продажа,982556183753	,-8.000000000000 RAVE,285.000000000000 RAVE,Доступно: 0.000000000000 RAVE
178	,2025-12-23 11:21:09,Продажа,982556183753	,-10.000000000000 RAVE,293.000000000000 RAVE,Доступно: 0.000000000000 RAVE
179	,2025-12-23 11:21:09,Продажа,982556183753	,-8.000000000000 RAVE,303.000000000000 RAVE,Доступно: 0.000000000000 RAVE
180	,2025-12-23 11:21:09,Продажа,982556183753	,-10.000000000000 RAVE,311.000000000000 RAVE,Доступно: 0.000000000000 RAVE
181	,2025-12-23 11:21:09,Продажа,982556262705	,-2.000000000000 RAVE,321.000000000000 RAVE,Доступно: 0.000000000000 RAVE
182	,2025-12-23 11:21:09,Продажа,982556262705	,-11.000000000000 RAVE,323.000000000000 RAVE,Доступно: 0.000000000000 RAVE
183	,2025-12-23 11:21:09,Купить,982556183753	,8.18524000 USDT,50.84906815 USDT,Доступно: 50.84906815 USDT
184	,2025-12-23 11:21:09,Купить,982556183753	,4.67728000 USDT,42.66382815 USDT,Доступно: 42.66382815 USDT
185	,2025-12-23 11:21:09,Купить,982556183753	,5.84660000 USDT,37.98654815 USDT,Доступно: 37.98654815 USDT
186	,2025-12-23 11:21:09,Купить,982556183753	,4.67728000 USDT,32.13994815 USDT,Доступно: 32.13994815 USDT
187	,2025-12-23 11:21:09,Купить,982556183753	,5.84660000 USDT,27.46266815 USDT,Доступно: 27.46266815 USDT
188	,2025-12-23 11:21:09,Купить,982556262705	,1.16800000 USDT,21.61606815 USDT,Доступно: 21.61606815 USDT
189	,2025-12-23 11:21:09,Купить,982556262705	,6.42400000 USDT,20.44806815 USDT,Доступно: 20.44806815 USDT
190	,2025-12-23 11:21:07,Торговые комиссии,982556262705	,-0.001227081712 GT,1.524467521556 GT,Доступно: 1.524467521556 GT
191	,2025-12-23 11:21:07,Продажа,982556262705	,-24.000000000000 RAVE,334.000000000000 RAVE,Доступно: 0.000000000000 RAVE
192	,2025-12-23 11:21:07,Купить,982556262705	,14.01600000 USDT,14.02406815 USDT,Доступно: 14.02406815 USDT
193	,2025-12-23 11:20:44,Торговые комиссии,982556159195	,-0.000358015272 GT,1.525694603268 GT,Доступно: 1.525694603268 GT
194	,2025-12-23 11:20:44,Торговые комиссии,982556159195	,-0.000511450389 GT,1.526052618541 GT,Доступно: 1.526052618541 GT
195	,2025-12-23 11:20:44,Торговые комиссии,982556159195	,-0.000511450389 GT,1.526564068930 GT,Доступно: 1.526564068930 GT
196	,2025-12-23 11:20:44,Торговые комиссии,982556159195	,-0.000511450389 GT,1.527075519319 GT,Доступно: 1.527075519319 GT
197	,2025-12-23 11:20:44,Торговые комиссии,982556159195	,-0.001329771011 GT,1.527586969708 GT,Доступно: 1.527586969708 GT
198	,2025-12-23 11:20:44,Торговые комиссии,982556159195	,-0.000818320622 GT,1.528916740719 GT,Доступно: 1.528916740719 GT
199	,2025-12-23 11:20:44,Купить,982556159195	,7.000000000000 RAVE,358.000000000000 RAVE,Доступно: 87.000000000000 RAVE
200	,2025-12-23 11:20:44,Купить,982556159195	,10.000000000000 RAVE,351.000000000000 RAVE,Доступно: 80.000000000000 RAVE
201	,2025-12-23 11:20:44,Купить,982556159195	,10.000000000000 RAVE,341.000000000000 RAVE,Доступно: 70.000000000000 RAVE
202	,2025-12-23 11:20:44,Купить,982556159195	,10.000000000000 RAVE,331.000000000000 RAVE,Доступно: 60.000000000000 RAVE
203	,2025-12-23 11:20:44,Купить,982556159195	,26.000000000000 RAVE,321.000000000000 RAVE,Доступно: 50.000000000000 RAVE
204	,2025-12-23 11:20:44,Купить,982556159195	,16.000000000000 RAVE,295.000000000000 RAVE,Доступно: 24.000000000000 RAVE
205	,2025-12-23 11:20:44,Продажа,982556159195	,-4.08933000 USDT,0.00806815 USDT,Доступно: 0.00806815 USDT
206	,2025-12-23 11:20:44,Продажа,982556159195	,-5.84190000 USDT,4.09739815 USDT,Доступно: 0.00806815 USDT
207	,2025-12-23 11:20:44,Продажа,982556159195	,-5.84190000 USDT,9.93929815 USDT,Доступно: 0.00806815 USDT
208	,2025-12-23 11:20:44,Продажа,982556159195	,-5.84190000 USDT,15.78119815 USDT,Доступно: 0.00806815 USDT
209	,2025-12-23 11:20:44,Продажа,982556159195	,-15.18894000 USDT,21.62309815 USDT,Доступно: 0.00806815 USDT
