no,time,action_desc,action_data,change_amount,amount,additional_info
1258	,2025-12-21 13:24:16,Торговые комиссии,980658524120	,-0.000873872938 GT,2.123757343215 GT,Доступно: 0.483757343215 GT
1259	,2025-12-21 13:24:16,Продажа,980658524120	,-21.000000000000 RAVE,88.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1260	,2025-12-21 13:24:16,Купить,980658524120	,10.01070000 USDT,157.02038815 USDT,Доступно: 132.45506815 USDT
1261	,2025-12-21 13:02:09,Торговые комиссии,981585540538	,-0.000158595538 GT,2.124631216154 GT,Доступно: 0.484631216154 GT
1262	,2025-12-21 13:02:09,Торговые комиссии,981585540538	,-0.001268764306 GT,2.124789811693 GT,Доступно: 0.484789811693 GT
1263	,2025-12-21 13:02:09,Продажа,981585540538	,-4.000000000000 RAVE,109.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1264	,2025-12-21 13:02:09,Продажа,981585540538	,-32.000000000000 RAVE,113.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1265	,2025-12-21 13:02:09,Купить,981585540538	,1.81680000 USDT,147.00968815 USDT,Доступно: 122.44436815 USDT
1266	,2025-12-21 13:02:09,Купить,981585540538	,14.53440000 USDT,145.19288815 USDT,Доступно: 120.62756815 USDT
1267	,2025-12-21 12:48:23,Торговые комиссии,981586156335	,-0.000698344131 GT,2.126058575999 GT,Доступно: 0.486058575999 GT
1268	,2025-12-21 12:48:23,Торговые комиссии,981586156335	,-0.000387968962 GT,2.126756920131 GT,Доступно: 0.486756920131 GT
1269	,2025-12-21 12:48:23,Продажа,981586156335	,-18.000000000000 RAVE,145.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1270	,2025-12-21 12:48:23,Продажа,981586156335	,-10.000000000000 RAVE,163.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1271	,2025-12-21 12:48:23,Купить,981586156335	,7.99992000 USDT,130.65848815 USDT,Доступно: 106.09316815 USDT
1272	,2025-12-21 12:48:23,Купить,981586156335	,4.44440000 USDT,122.65856815 USDT,Доступно: 98.09324815 USDT
1273	,2025-12-21 12:46:31,Торговые комиссии,981606928727	,-0.001392004660 GT,2.127144889093 GT,Доступно: 0.487144889093 GT
1274	,2025-12-21 12:46:31,Продажа,981606928727	,-36.000000000000 RAVE,173.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1275	,2025-12-21 12:46:31,Купить,981606928727	,15.93072000 USDT,118.21416815 USDT,Доступно: 93.64884815 USDT
1276	,2025-12-21 12:42:32,Торговые комиссии,981606578391	,-0.001380327906 GT,2.128536893753 GT,Доступно: 0.488536893753 GT
1277	,2025-12-21 12:42:32,Купить,981606578391	,36.000000000000 RAVE,209.000000000000 RAVE,Доступно: 36.000000000000 RAVE
1278	,2025-12-21 12:42:32,Продажа,981606578391	,-15.82776000 USDT,102.28344815 USDT,Доступно: 77.71812815 USDT
1279	,2025-12-21 11:38:18,Торговые комиссии,981585909009	,-0.001078951456 GT,2.129917221660 GT,Доступно: 0.489917221660 GT
1280	,2025-12-21 11:38:18,Купить,981585909009	,28.000000000000 RAVE,173.000000000000 RAVE,Доступно: 28.000000000000 RAVE
1281	,2025-12-21 11:38:18,Продажа,981585909009	,-12.34800000 USDT,118.11120815 USDT,Доступно: 118.11120815 USDT
1282	,2025-12-21 11:36:15,Торговые комиссии,981584970082	,-0.000313647378 GT,2.130996173117 GT,Доступно: 0.490996173117 GT
1283	,2025-12-21 11:36:15,Торговые комиссии,981584970082	,-0.000705706601 GT,2.131309820495 GT,Доступно: 0.491309820495 GT
1284	,2025-12-21 11:36:15,Торговые комиссии,981584970082	,-0.000392059223 GT,2.132015527097 GT,Доступно: 0.492015527097 GT
1285	,2025-12-21 11:36:15,Купить,981584970082	,8.000000000000 RAVE,145.000000000000 RAVE,Доступно: 36.000000000000 RAVE
1286	,2025-12-21 11:36:15,Купить,981584970082	,18.000000000000 RAVE,137.000000000000 RAVE,Доступно: 28.000000000000 RAVE
1287	,2025-12-21 11:36:15,Купить,981584970082	,10.000000000000 RAVE,119.000000000000 RAVE,Доступно: 10.000000000000 RAVE
1288	,2025-12-21 11:36:15,Продажа,981584970082	,-3.58952000 USDT,130.45920815 USDT,Доступно: 130.45920815 USDT
1289	,2025-12-21 11:36:15,Продажа,981584970082	,-8.07642000 USDT,134.04872815 USDT,Доступно: 130.45920815 USDT
1290	,2025-12-21 11:36:15,Продажа,981584970082	,-4.48690000 USDT,142.12514815 USDT,Доступно: 130.45920815 USDT
1291	,2025-12-21 11:07:21,Торговые комиссии,980671186756	,-0.000686634146 GT,2.132407586320 GT,Доступно: 0.492407586320 GT
1292	,2025-12-21 11:07:21,Торговые комиссии,980662281593	,-0.001252097560 GT,2.133094220467 GT,Доступно: 0.493094220467 GT
1293	,2025-12-21 11:07:21,Торговые комиссии,980662281593	,-0.000686634146 GT,2.134346318028 GT,Доступно: 0.494346318028 GT
1294	,2025-12-21 11:07:21,Продажа,980671186756	,-17.000000000000 RAVE,109.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1295	,2025-12-21 11:07:21,Продажа,980662281593	,-31.000000000000 RAVE,126.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1296	,2025-12-21 11:07:21,Продажа,980662281593	,-17.000000000000 RAVE,157.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1297	,2025-12-21 11:07:21,Купить,980671186756	,7.82000000 USDT,146.61204815 USDT,Доступно: 146.61204815 USDT
1298	,2025-12-21 11:07:21,Купить,980662281593	,14.26000000 USDT,138.79204815 USDT,Доступно: 138.79204815 USDT
1299	,2025-12-21 11:07:21,Купить,980662281593	,7.82000000 USDT,124.53204815 USDT,Доступно: 124.53204815 USDT
1300	,2025-12-21 10:34:10,Торговые комиссии,981120899574	,-0.002163526315 GT,2.135032952174 GT,Доступно: 0.495032952174 GT
1301	,2025-12-21 10:34:10,Продажа,981120899574	,-55.000000000000 RAVE,174.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1302	,2025-12-21 10:34:10,Купить,981120899574	,24.66420000 USDT,116.71204815 USDT,Доступно: 116.71204815 USDT
1303	,2025-12-20 22:28:09,Торговые комиссии,981387593316	,-0.002006468538 GT,2.137196478490 GT,Доступно: 0.497196478490 GT
1304	,2025-12-20 22:28:09,Продажа,981387593316	,-60.000000000000 RAVE,229.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1305	,2025-12-20 22:28:09,Купить,981387593316	,23.02980000 USDT,92.04784815 USDT,Доступно: 92.04784815 USDT
1306	,2025-12-20 22:26:21,Торговые комиссии,981387529250	,-0.001990009671 GT,2.139202947028 GT,Доступно: 0.499202947028 GT
1307	,2025-12-20 22:26:21,Купить,981387529250	,60.000000000000 RAVE,289.000000000000 RAVE,Доступно: 60.000000000000 RAVE
1308	,2025-12-20 22:26:21,Продажа,981387529250	,-22.86300000 USDT,69.01804815 USDT,Доступно: 69.01504815 USDT
1309	,2025-12-20 20:55:18,Торговые комиссии,981274355405	,-0.000235469387 GT,2.141192956699 GT,Доступно: 0.501192956699 GT
1310	,2025-12-20 20:55:18,Торговые комиссии,981274355405	,-0.000840962099 GT,2.141428426087 GT,Доступно: 0.501428426087 GT
1311	,2025-12-20 20:55:18,Торговые комиссии,981274355405	,-0.000908239067 GT,2.142269388186 GT,Доступно: 0.502269388186 GT
1312	,2025-12-20 20:55:18,Продажа,981274355405	,-7.000000000000 RAVE,229.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1313	,2025-12-20 20:55:18,Продажа,981274355405	,-25.000000000000 RAVE,236.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1314	,2025-12-20 20:55:18,Продажа,981274355405	,-27.000000000000 RAVE,261.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1315	,2025-12-20 20:55:18,Купить,981274355405	,2.69220000 USDT,91.88104815 USDT,Доступно: 91.88104815 USDT
1316	,2025-12-20 20:55:18,Купить,981274355405	,9.61500000 USDT,89.18884815 USDT,Доступно: 89.18884815 USDT
1317	,2025-12-20 20:55:18,Купить,981274355405	,10.38420000 USDT,79.57384815 USDT,Доступно: 79.57384815 USDT
1318	,2025-12-20 20:53:49,Торговые комиссии,981336152893	,-0.001106664139 GT,2.143177627253 GT,Доступно: 0.503177627253 GT
1319	,2025-12-20 20:53:49,Продажа,981336152893	,-33.000000000000 RAVE,288.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1320	,2025-12-20 20:53:49,Купить,981336152893	,12.65286000 USDT,69.18964815 USDT,Доступно: 69.18964815 USDT
1321	,2025-12-20 20:53:47,Торговые комиссии,981328271230	,-0.000134099125 GT,2.144284291393 GT,Доступно: 0.504284291393 GT
1322	,2025-12-20 20:53:47,Торговые комиссии,981328271230	,-0.000704020408 GT,2.144418390519 GT,Доступно: 0.504418390519 GT
1323	,2025-12-20 20:53:47,Торговые комиссии,981328271230	,-0.000704020408 GT,2.145122410927 GT,Доступно: 0.505122410927 GT
1324	,2025-12-20 20:53:47,Продажа,981328271230	,-4.000000000000 RAVE,321.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1325	,2025-12-20 20:53:47,Продажа,981328271230	,-21.000000000000 RAVE,325.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1326	,2025-12-20 20:53:47,Продажа,981328271230	,-21.000000000000 RAVE,346.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1327	,2025-12-20 20:53:47,Купить,981328271230	,1.53320000 USDT,56.53678815 USDT,Доступно: 56.53678815 USDT
1328	,2025-12-20 20:53:47,Купить,981328271230	,8.04930000 USDT,55.00358815 USDT,Доступно: 55.00358815 USDT
1329	,2025-12-20 20:53:47,Купить,981328271230	,8.04930000 USDT,46.95428815 USDT,Доступно: 46.95428815 USDT
1330	,2025-12-20 20:47:35,Торговые комиссии,981336821585	,-0.000829348249 GT,2.145826431335 GT,Доступно: 0.505826431335 GT
1331	,2025-12-20 20:47:35,Торговые комиссии,981343568641	,-0.000398087159 GT,2.146655779584 GT,Доступно: 0.506655779584 GT
1332	,2025-12-20 20:47:35,Торговые комиссии,981343568641	,-0.000597130739 GT,2.147053866743 GT,Доступно: 0.507053866743 GT
1333	,2025-12-20 20:47:35,Продажа,981336821585	,-25.000000000000 RAVE,367.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1334	,2025-12-20 20:47:35,Продажа,981343568641	,-12.000000000000 RAVE,392.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1335	,2025-12-20 20:47:35,Продажа,981343568641	,-18.000000000000 RAVE,404.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1336	,2025-12-20 20:47:35,Купить,981336821585	,9.47300000 USDT,38.90498815 USDT,Доступно: 38.90498815 USDT
1337	,2025-12-20 20:47:35,Купить,981343568641	,4.54704000 USDT,29.43198815 USDT,Доступно: 29.43198815 USDT
1338	,2025-12-20 20:47:35,Купить,981343568641	,6.82056000 USDT,24.88494815 USDT,Доступно: 24.88494815 USDT
1339	,2025-12-20 20:42:20,Торговые комиссии,981361243224	,-0.000788946303 GT,2.147650997483 GT,Доступно: 0.507650997483 GT
1340	,2025-12-20 20:42:20,Продажа,981361243224	,-24.000000000000 RAVE,422.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1341	,2025-12-20 20:42:20,Купить,981361243224	,9.01152000 USDT,18.06438815 USDT,Доступно: 18.06438815 USDT
1342	,2025-12-20 20:42:12,Торговые комиссии,981361929078	,-0.000098581517 GT,2.148439943786 GT,Доступно: 0.508439943786 GT
1343	,2025-12-20 20:42:12,Торговые комиссии,981361929078	,-0.000525768093 GT,2.148538525304 GT,Доступно: 0.508538525304 GT
1344	,2025-12-20 20:42:12,Продажа,981361929078	,-3.000000000000 RAVE,446.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1345	,2025-12-20 20:42:12,Продажа,981361929078	,-16.000000000000 RAVE,449.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1346	,2025-12-20 20:42:12,Купить,981361929078	,1.12602000 USDT,9.05286815 USDT,Доступно: 9.05286815 USDT
1347	,2025-12-20 20:42:12,Купить,981361929078	,6.00544000 USDT,7.92684815 USDT,Доступно: 7.92684815 USDT
1348	,2025-12-20 20:38:57,Торговые комиссии,981361718789	,-0.000617343203 GT,2.149064293397 GT,Доступно: 0.509064293397 GT
1349	,2025-12-20 20:38:57,Купить,981361718789	,19.000000000000 RAVE,465.000000000000 RAVE,Доступно: 19.000000000000 RAVE
1350	,2025-12-20 20:38:57,Продажа,981361718789	,-7.06515000 USDT,1.92140815 USDT,Доступно: 1.92140815 USDT
1351	,2025-12-20 20:36:44,Торговые комиссии,981360968243	,-0.000196427626 GT,2.149681636601 GT,Доступно: 0.509681636601 GT
1352	,2025-12-20 20:36:44,Купить,981360968243	,6.000000000000 RAVE,446.000000000000 RAVE,Доступно: 24.000000000000 RAVE
1353	,2025-12-20 20:36:44,Продажа,981360968243	,-2.24364000 USDT,8.98655815 USDT,Доступно: 8.98655815 USDT
1354	,2025-12-20 20:36:35,Торговые комиссии,981360968243	,-0.000589282879 GT,2.149878064227 GT,Доступно: 0.509878064227 GT
1355	,2025-12-20 20:36:35,Купить,981360968243	,18.000000000000 RAVE,440.000000000000 RAVE,Доступно: 18.000000000000 RAVE
1356	,2025-12-20 20:36:35,Продажа,981360968243	,-6.73092000 USDT,11.23019815 USDT,Доступно: 8.98655815 USDT
1357	,2025-12-20 19:28:26,Торговые комиссии,981342605862	,-0.000967086156 GT,2.150467347107 GT,Доступно: 0.510467347107 GT
1358	,2025-12-20 19:28:26,Купить,981342605862	,30.000000000000 RAVE,422.000000000000 RAVE,Доступно: 30.000000000000 RAVE
1359	,2025-12-20 19:28:26,Продажа,981342605862	,-11.10000000 USDT,17.96111815 USDT,Доступно: 3.46711815 USDT
1360	,2025-12-20 19:03:47,Торговые комиссии,981336683414	,-0.000819365924 GT,2.151434433264 GT,Доступно: 0.511434433264 GT
1361	,2025-12-20 19:03:47,Купить,981336683414	,25.000000000000 RAVE,392.000000000000 RAVE,Доступно: 25.000000000000 RAVE
1362	,2025-12-20 19:03:47,Продажа,981336683414	,-9.40450000 USDT,29.06111815 USDT,Доступно: 29.05511815 USDT
1363	,2025-12-20 19:01:41,Торговые комиссии,981334925441	,-0.000363108615 GT,2.152253799188 GT,Доступно: 0.512253799188 GT
1364	,2025-12-20 19:01:41,Торговые комиссии,981334925441	,-0.000726217231 GT,2.152616907804 GT,Доступно: 0.512616907804 GT
1365	,2025-12-20 19:01:41,Купить,981334925441	,11.000000000000 RAVE,367.000000000000 RAVE,Доступно: 33.000000000000 RAVE
1366	,2025-12-20 19:01:41,Купить,981334925441	,22.000000000000 RAVE,356.000000000000 RAVE,Доступно: 22.000000000000 RAVE
1367	,2025-12-20 19:01:41,Продажа,981334925441	,-4.16768000 USDT,38.46561815 USDT,Доступно: 38.46561815 USDT
1368	,2025-12-20 19:01:41,Продажа,981334925441	,-8.33536000 USDT,42.63329815 USDT,Доступно: 38.46561815 USDT
1369	,2025-12-20 18:30:34,Торговые комиссии,981328157556	,-0.001225001162 GT,2.153343125035 GT,Доступно: 0.513343125035 GT
1370	,2025-12-20 18:30:34,Торговые комиссии,981328157556	,-0.000297973255 GT,2.154568126198 GT,Доступно: 0.514568126198 GT
1371	,2025-12-20 18:30:34,Купить,981328157556	,37.000000000000 RAVE,334.000000000000 RAVE,Доступно: 46.000000000000 RAVE
1372	,2025-12-20 18:30:34,Купить,981328157556	,9.000000000000 RAVE,297.000000000000 RAVE,Доступно: 9.000000000000 RAVE
1373	,2025-12-20 18:30:34,Продажа,981328157556	,-14.04668000 USDT,50.96865815 USDT,Доступно: 50.96865815 USDT
1374	,2025-12-20 18:30:34,Продажа,981328157556	,-3.41676000 USDT,65.01533815 USDT,Доступно: 50.96865815 USDT
1375	,2025-12-20 17:43:06,Торговые комиссии,981274812690	,-0.000875818834 GT,2.154866099454 GT,Доступно: 0.514866099454 GT
1376	,2025-12-20 17:43:06,Продажа,981274812690	,-26.000000000000 RAVE,288.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1377	,2025-12-20 17:43:06,Купить,981274812690	,10.02326000 USDT,68.43209815 USDT,Доступно: 68.43209815 USDT
1378	,2025-12-20 17:42:20,Торговые комиссии,981275730859	,-0.001374686213 GT,2.155741918289 GT,Доступно: 0.515741918289 GT
1379	,2025-12-20 17:42:20,Продажа,981275730859	,-41.000000000000 RAVE,314.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1380	,2025-12-20 17:42:20,Купить,981275730859	,15.73252000 USDT,58.40883815 USDT,Доступно: 58.40883815 USDT
1381	,2025-12-20 17:38:04,Торговые комиссии,981279464555	,-0.001065683965 GT,2.157116604502 GT,Доступно: 0.517116604502 GT
1382	,2025-12-20 17:38:04,Продажа,981279464555	,-32.000000000000 RAVE,355.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1383	,2025-12-20 17:38:04,Купить,981279464555	,12.18432000 USDT,42.67631815 USDT,Доступно: 42.67631815 USDT
1384	,2025-12-20 17:37:45,Торговые комиссии,981281300769	,-0.000697959183 GT,2.158182288467 GT,Доступно: 0.518182288467 GT
1385	,2025-12-20 17:37:45,Продажа,981281300769	,-21.000000000000 RAVE,387.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1386	,2025-12-20 17:37:45,Купить,981281300769	,7.98000000 USDT,30.49199815 USDT,Доступно: 30.49199815 USDT
1387	,2025-12-20 15:45:53,Торговые комиссии,981281255524	,-0.000390055813 GT,2.158880247651 GT,Доступно: 0.518880247651 GT
1388	,2025-12-20 15:45:53,Купить,981281255524	,12.000000000000 RAVE,408.000000000000 RAVE,Доступно: 21.000000000000 RAVE
1389	,2025-12-20 15:45:53,Продажа,981281255524	,-4.47264000 USDT,22.51199815 USDT,Доступно: 22.51199815 USDT
1390	,2025-12-20 15:41:01,Торговые комиссии,981278141336	,-0.000296475728 GT,2.159270303465 GT,Доступно: 0.519270303465 GT
1391	,2025-12-20 15:41:01,Купить,981278141336	,9.000000000000 RAVE,396.000000000000 RAVE,Доступно: 9.000000000000 RAVE
1392	,2025-12-20 15:41:01,Продажа,981278141336	,-3.39300000 USDT,26.98463815 USDT,Доступно: 26.98463815 USDT
1393	,2025-12-20 15:27:15,Торговые комиссии,981276447652	,-0.000099175290 GT,2.159566779193 GT,Доступно: 0.519566779193 GT
1394	,2025-12-20 15:27:15,Купить,981276447652	,3.000000000000 RAVE,387.000000000000 RAVE,Доступно: 32.000000000000 RAVE
1395	,2025-12-20 15:27:15,Продажа,981276447652	,-1.13721000 USDT,30.37763815 USDT,Доступно: 30.37763815 USDT
1396	,2025-12-20 15:27:14,Торговые комиссии,981276447652	,-0.000165292151 GT,2.159665954484 GT,Доступно: 0.519665954484 GT
1397	,2025-12-20 15:27:14,Купить,981276447652	,5.000000000000 RAVE,384.000000000000 RAVE,Доступно: 29.000000000000 RAVE
1398	,2025-12-20 15:27:14,Продажа,981276447652	,-1.89535000 USDT,31.51484815 USDT,Доступно: 30.37763815 USDT
1399	,2025-12-20 15:25:50,Торговые комиссии,981276413635	,-0.000795603484 GT,2.159831246635 GT,Доступно: 0.519831246635 GT
1400	,2025-12-20 15:25:50,Купить,981276413635	,24.000000000000 RAVE,379.000000000000 RAVE,Доступно: 24.000000000000 RAVE
1401	,2025-12-20 15:25:50,Продажа,981276413635	,-9.13176000 USDT,33.41019815 USDT,Доступно: 33.40755815 USDT
1402	,2025-12-20 15:20:27,Торговые комиссии,981275074357	,-0.001363553043 GT,2.160626850120 GT,Доступно: 0.520626850120 GT
1403	,2025-12-20 15:20:27,Купить,981275074357	,41.000000000000 RAVE,355.000000000000 RAVE,Доступно: 41.000000000000 RAVE
1404	,2025-12-20 15:20:27,Продажа,981275074357	,-15.68086000 USDT,42.54195815 USDT,Доступно: 42.53662815 USDT
1405	,2025-12-20 15:19:16,Торговые комиссии,981274764667	,-0.000369389565 GT,2.161990403164 GT,Доступно: 0.521990403164 GT
1406	,2025-12-20 15:19:16,Торговые комиссии,981274764667	,-0.000503713043 GT,2.162359792729 GT,Доступно: 0.522359792729 GT
1407	,2025-12-20 15:19:16,Купить,981274764667	,11.000000000000 RAVE,314.000000000000 RAVE,Доступно: 26.000000000000 RAVE
1408	,2025-12-20 15:19:16,Купить,981274764667	,15.000000000000 RAVE,303.000000000000 RAVE,Доступно: 15.000000000000 RAVE
1409	,2025-12-20 15:19:16,Продажа,981274764667	,-4.24798000 USDT,58.22281815 USDT,Доступно: 58.22281815 USDT
1410	,2025-12-20 15:19:16,Продажа,981274764667	,-5.79270000 USDT,62.47079815 USDT,Доступно: 58.22281815 USDT
1411	,2025-12-20 15:17:19,Торговые комиссии,981273015959	,-0.001979732173 GT,2.162863505772 GT,Доступно: 0.522863505772 GT
1412	,2025-12-20 15:17:19,Купить,981273015959	,59.000000000000 RAVE,288.000000000000 RAVE,Доступно: 59.000000000000 RAVE
1413	,2025-12-20 15:17:19,Продажа,981273015959	,-22.76692000 USDT,68.26349815 USDT,Доступно: 68.26349815 USDT
1414	,2025-12-20 15:12:01,Торговые комиссии,981272887949	,-0.001069297297 GT,2.164843237946 GT,Доступно: 0.524843237946 GT
1415	,2025-12-20 15:12:01,Продажа,981272887949	,-32.000000000000 RAVE,229.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1416	,2025-12-20 15:12:01,Купить,981272887949	,12.30880000 USDT,91.03041815 USDT,Доступно: 91.03041815 USDT
1417	,2025-12-20 15:11:47,Торговые комиссии,981271042840	,-0.000233781081 GT,2.165912535243 GT,Доступно: 0.525912535243 GT
1418	,2025-12-20 15:11:47,Торговые комиссии,981271042840	,-0.000100191891 GT,2.166146316324 GT,Доступно: 0.526146316324 GT
1419	,2025-12-20 15:11:47,Купить,981271042840	,7.000000000000 RAVE,261.000000000000 RAVE,Доступно: 32.000000000000 RAVE
1420	,2025-12-20 15:11:47,Купить,981271042840	,3.000000000000 RAVE,254.000000000000 RAVE,Доступно: 25.000000000000 RAVE
1421	,2025-12-20 15:11:47,Продажа,981271042840	,-2.69108000 USDT,78.72161815 USDT,Доступно: 78.72161815 USDT
1422	,2025-12-20 15:11:47,Продажа,981271042840	,-1.15332000 USDT,81.41269815 USDT,Доступно: 78.72161815 USDT
1423	,2025-12-20 15:11:45,Торговые комиссии,981271042840	,-0.000734740540 GT,2.166246508216 GT,Доступно: 0.526246508216 GT
1424	,2025-12-20 15:11:45,Купить,981271042840	,22.000000000000 RAVE,251.000000000000 RAVE,Доступно: 22.000000000000 RAVE
1425	,2025-12-20 15:11:45,Продажа,981271042840	,-8.45768000 USDT,82.56601815 USDT,Доступно: 78.72161815 USDT
1426	,2025-12-20 15:07:48,Торговые комиссии,981270872243	,-0.000941156756 GT,2.166981248757 GT,Доступно: 0.526981248757 GT
1427	,2025-12-20 15:07:48,Торговые комиссии,981270872243	,-0.000100838223 GT,2.167922405514 GT,Доступно: 0.527922405514 GT
1428	,2025-12-20 15:07:48,Продажа,981270872243	,-28.000000000000 RAVE,229.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1429	,2025-12-20 15:07:48,Продажа,981270872243	,-3.000000000000 RAVE,257.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1430	,2025-12-20 15:07:48,Купить,981270872243	,10.83376000 USDT,91.02369815 USDT,Доступно: 78.76769815 USDT
1431	,2025-12-20 15:07:48,Купить,981270872243	,1.16076000 USDT,80.18993815 USDT,Доступно: 67.93393815 USDT
1432	,2025-12-20 15:07:47,Торговые комиссии,981270872243	,-0.000571416602 GT,2.168023243738 GT,Доступно: 0.528023243738 GT
1433	,2025-12-20 15:07:47,Торговые комиссии,981270872243	,-0.000571416602 GT,2.168594660340 GT,Доступно: 0.528594660340 GT
1434	,2025-12-20 15:07:47,Торговые комиссии,981270872243	,-0.000571416602 GT,2.169166076942 GT,Доступно: 0.529166076942 GT
1435	,2025-12-20 15:07:47,Продажа,981270872243	,-17.000000000000 RAVE,260.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1436	,2025-12-20 15:07:47,Продажа,981270872243	,-17.000000000000 RAVE,277.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1437	,2025-12-20 15:07:47,Продажа,981270872243	,-17.000000000000 RAVE,294.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1438	,2025-12-20 15:07:47,Купить,981270872243	,6.57764000 USDT,79.02917815 USDT,Доступно: 66.77317815 USDT
1439	,2025-12-20 15:07:47,Купить,981270872243	,6.57764000 USDT,72.45153815 USDT,Доступно: 60.19553815 USDT
1440	,2025-12-20 15:07:47,Купить,981270872243	,6.57764000 USDT,65.87389815 USDT,Доступно: 53.61789815 USDT
1441	,2025-12-20 15:04:24,Торговые комиссии,981259206442	,-0.002007339130 GT,2.169737493545 GT,Доступно: 0.529737493545 GT
1442	,2025-12-20 15:04:24,Купить,981259206442	,60.000000000000 RAVE,311.000000000000 RAVE,Доступно: 82.000000000000 RAVE
1443	,2025-12-20 15:04:24,Продажа,981259206442	,-23.08440000 USDT,59.29625815 USDT,Доступно: 59.28065815 USDT
1444	,2025-12-20 15:00:46,Торговые комиссии,981268539451	,-0.000735003468 GT,2.171744832675 GT,Доступно: 0.531744832675 GT
1445	,2025-12-20 15:00:46,Купить,981268539451	,22.000000000000 RAVE,251.000000000000 RAVE,Доступно: 22.000000000000 RAVE
1446	,2025-12-20 15:00:46,Продажа,981268539451	,-8.47704000 USDT,82.38065815 USDT,Доступно: 59.44745815 USDT
1447	,2025-12-20 14:45:48,Торговые комиссии,981263557273	,-0.001458479074 GT,2.172479836143 GT,Доступно: 0.532479836143 GT
1448	,2025-12-20 14:45:48,Продажа,981263557273	,-44.000000000000 RAVE,229.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1449	,2025-12-20 14:45:48,Купить,981263557273	,16.80492000 USDT,90.85769815 USDT,Доступно: 68.14169815 USDT
1450	,2025-12-20 14:45:32,Торговые комиссии,981264104226	,-0.001092742333 GT,2.173938315217 GT,Доступно: 0.533938315217 GT
1451	,2025-12-20 14:45:32,Продажа,981264104226	,-33.000000000000 RAVE,273.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1452	,2025-12-20 14:45:32,Купить,981264104226	,12.59082000 USDT,74.05277815 USDT,Доступно: 51.33677815 USDT
1453	,2025-12-20 14:38:33,Торговые комиссии,981264057667	,-0.001091094782 GT,2.175031057551 GT,Доступно: 0.535031057551 GT
1454	,2025-12-20 14:38:33,Купить,981264057667	,33.000000000000 RAVE,306.000000000000 RAVE,Доступно: 33.000000000000 RAVE
1455	,2025-12-20 14:38:33,Продажа,981264057667	,-12.54759000 USDT,61.46195815 USDT,Доступно: 38.78195815 USDT
1456	,2025-12-20 14:36:23,Торговые комиссии,981263152182	,-0.001457463829 GT,2.176122152334 GT,Доступно: 0.536122152334 GT
1457	,2025-12-20 14:36:23,Купить,981263152182	,44.000000000000 RAVE,273.000000000000 RAVE,Доступно: 44.000000000000 RAVE
1458	,2025-12-20 14:36:23,Продажа,981263152182	,-16.74464000 USDT,74.00954815 USDT,Доступно: 51.32954815 USDT
1459	,2025-12-20 14:34:05,Торговые комиссии,981262067648	,-0.000332260869 GT,2.177579616164 GT,Доступно: 0.537579616164 GT
1460	,2025-12-20 14:34:05,Продажа,981262067648	,-10.000000000000 RAVE,229.000000000000 RAVE,Доступно: 0.000000000000 RAVE
1461	,2025-12-20 14:34:05,Купить,981262067648	,3.82100000 USDT,90.75418815 USDT,Доступно: 68.07418815 USDT
1462	,2025-12-20 14:34:01,Торговые комиссии,981262067648	,-0.000532131528 GT,2.177911877033 GT,Доступно: 0.537911877033 GT
1463	,2025-12-20 14:34:01,Продажа,981262067648	,-16.000000000000 RAVE,239.000000000000 RAVE,Доступно: 0.000000000000 RAVE
